0.13	0.55
0.21	1.09
0.22	1.18
0.18	1.22
0.23	1.14
0.23	1.31
0.25	1.17
0.23	1.18
0.22	1.14
0.24	1.2
0.25	1
0.12	1.56
0.23	1.5
0.28	1.14
0.21	1.14
0.21	1.25
0.28	1.14
0.25	1.16
0.24	1.2
0.19	1.08
0.2	1.19
0.25	1.18
0.26	1.13
0.26	1.18
0.22	1.17
0.23	1.2
0.25	1.2
0.26	1.16
0.26	1.16
0.23	1.15
0.22	0.96
0.18	0.62
0.2	1.27
0.26	1.98
0.26	1.13
0.24	1.21
0.24	1.18
0.23	1.74
0.18	1.25
0.28	1.92
0.23	2.05
0.22	2.01
0.24	1.96
0.19	2.05
0.21	1.69
0.25	1.38
0.26	1.16
0.27	1.16
0.24	1.15
0.23	1.06
0.26	1.19
0.28	1.18
0.27	1.19
0.23	1.24
0.24	1.14
0.22	1.3
0.22	1.17
0.26	1.19
0.23	1.55
0.28	1.39
0.18	1.88
0.12	1.49
