0.11	0.59
0.3	0.99
0.29	1.04
0.29	0.97
0.27	1.04
0.25	1.04
0.3	0.97
0.28	0.96
0.31	0.96
0.34	0.93
0.24	0.73
0.12	0.55
0.34	0.95
0.34	0.93
0.27	1
0.25	1.07
0.29	0.99
0.25	1.54
0.36	0.94
0.29	1
0.17	0.7
0.11	0.5
0.3	1.02
0.28	1.04
0.34	1.01
0.28	1.05
0.32	0.98
0.3	0.99
0.32	1.02
0.28	1.02
0.18	0.71
0.14	0.54
0.31	0.98
0.3	1.02
0.3	0.97
0.3	0.97
0.28	1
0.27	0.98
0.25	1.06
0.27	1.02
0.2	0.67
0.12	0.59
0.28	0.99
0.28	1.13
0.29	1
0.31	0.99
0.32	1.01
0.31	1.02
0.31	1.57
0.29	1.09
0.21	0.67
0.14	0.58
0.26	0.99
0.35	0.95
0.32	1.29
0.33	0.99
0.3	1.1
0.36	0.99
0.32	1
0.25	1.32
0.22	0.73
0.07	0.33
