0.04	0.13
0.03	0.16
0.04	0.18
0.02	0.17
0.04	0.14
0.03	0.15
0.04	0.16
0.05	0.12
0.04	0.14
0.06	0.15
0.05	0.17
0.05	0.13
0.04	0.15
0.03	0.13
0.06	0.17
0.04	0.14
0.03	0.22
0.02	0.18
0.05	0.15
0.04	0.13
0.03	0.16
0.07	0.15
0.04	0.2
0.02	0.13
0.04	0.17
0.05	0.15
0.04	0.16
0.03	0.2
0.06	0.16
0.04	0.14
0.04	0.16
0.04	0.15
0.06	0.16
0.04	0.15
0.04	0.14
0.01	0.2
0.03	0.19
0.04	0.18
0.06	0.15
0.02	0.17
0.06	0.16
0.04	0.2
0.04	0.17
0.04	0.16
0.04	0.16
0.04	0.18
0.08	0.14
0.04	0.15
0.05	0.1
0.05	0.17
0.04	0.14
0.06	0.17
0.04	0.21
0.04	0.18
0.04	0.2
0.04	0.18
0.05	0.22
0.03	0.24
0.04	0.22
0.04	0.34
0.08	0.29
0.05	0.56
