0.21	0.98
0.19	0.86
0.26	0.75
0.22	0.82
0.17	0.9
0.2	0.84
0.22	0.75
0.19	0.83
0.22	0.81
0.23	0.79
0.23	0.71
0.19	0.83
0.19	0.88
0.19	0.76
0.21	0.78
0.2	0.77
0.16	0.85
0.18	0.78
0.26	0.71
0.21	0.83
0.21	0.76
0.23	0.83
0.21	0.81
0.26	0.71
0.23	0.79
0.21	0.73
0.24	0.77
0.17	0.77
0.19	0.77
0.19	0.75
0.29	0.72
0.2	0.74
0.19	0.77
0.2	0.82
0.23	0.76
0.24	0.75
0.22	0.69
0.2	0.81
0.2	0.8
0.17	0.73
0.19	0.74
0.16	0.91
0.22	0.69
0.19	0.79
0.17	0.79
0.23	0.7
0.23	0.72
0.23	0.74
0.23	0.79
0.18	0.77
0.18	0.78
0.21	0.72
0.18	0.72
0.22	0.82
0.21	0.69
0.21	0.7
0.28	0.73
0.18	0.78
0.22	0.68
0.21	0.72
0.2	0.74
