250		0
-nan		0
inf		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
21.7391		0
12.5		0
11.3636		0
14.4231		0
12.931		0
12.7119		0
15.9574		0
15.2439		0
12.931		0
13.8889		0
12.5		0
13.3929		0
14.2857		0
12.5		0
12.7119		0
11.9048		0
15.873		0
14.1509		0
13.5135		0
16.6667		0
125		0
76.9231		0
71.4286		0
52.6316		0
34.4828		0
29.4118		0
28.5714		0
24.1935		0
22.7273		0
17.5439		0
17.8571		0
13.8889		0
18.1818		0
