0.07	0.99
0.21	3.65
0.18	3.77
0.15	3.24
0.17	3.9
0.2	3.35
0.2	3.32
0.13	3.62
0.16	3.76
0.16	3.45
0.18	3.67
0.16	4.16
0.17	3.94
0.15	4.1
0.18	3.71
0.17	4.01
0.14	3.49
0.13	3.24
0.16	3.77
0.21	3.74
0.21	3.82
0.18	4
0.18	4.19
0.16	3.69
0.16	3.88
0.12	3.66
0.22	3.96
0.16	4.01
0.21	3.7
0.16	3.81
0.16	3.62
0.21	3.8
0.16	4.02
0.24	4.08
0.17	3.54
0.25	3.83
0.18	4.05
0.17	3.7
0.15	3.47
0.16	3.85
0.2	3.86
0.14	3.95
0.15	3.91
0.17	3.96
0.16	3.81
0.18	3.86
0.11	3.03
0.18	3.37
0.17	3.79
0.2	3.83
0.17	3.78
0.17	3.81
0.19	3.8
0.17	3.99
0.12	3.77
0.23	4.06
0.19	3.79
0.18	4.05
0.18	4.04
0.23	3.84
0.18	3.26
