0.19	0.83
0.2	1.27
0.24	0.84
0.24	0.84
0.19	0.84
0.28	0.81
0.27	0.77
0.26	0.87
0.17	0.93
0.2	0.85
0.2	0.89
0.22	0.92
0.26	0.89
0.22	0.86
0.26	0.86
0.23	0.79
0.2	0.85
0.3	0.85
0.23	0.91
0.2	0.86
0.19	0.91
0.2	0.8
0.23	0.94
0.22	0.87
0.22	0.82
0.23	0.86
0.23	0.86
0.21	0.9
0.27	0.83
0.2	0.79
0.24	0.89
0.25	0.87
0.22	0.88
0.27	0.8
0.19	0.93
0.28	0.84
0.25	0.83
0.28	0.94
0.22	0.84
0.23	0.96
0.25	0.91
0.22	0.88
0.27	0.8
0.21	0.9
0.3	0.82
0.29	0.86
0.21	0.91
0.22	0.88
0.26	0.86
0.25	0.87
0.28	0.88
0.24	0.88
0.25	0.86
0.27	0.93
0.27	0.89
0.24	0.89
0.25	0.92
0.22	0.96
0.23	0.89
0.22	0.92
0.22	0.88
0.22	1.19
