0.64	0.73
0.34	1.51
0.34	1.7
0.39	1.63
0.42	1.71
0.37	1.78
0.36	1.61
0.35	1.56
0.29	1.07
0.26	0.93
0.23	1.53
0.26	0.83
0.2	0.87
0.24	0.81
0.21	0.8
0.2	0.81
0.22	0.85
0.21	0.92
0.24	0.81
0.19	0.83
0.2	0.89
0.2	0.8
0.24	0.93
0.25	0.94
0.19	0.93
0.24	0.89
0.27	0.78
0.25	0.84
0.19	0.89
0.23	0.74
0.21	0.85
0.25	0.85
0.22	0.83
0.26	0.84
0.22	0.93
0.32	0.86
0.25	0.87
0.19	0.9
0.24	0.83
0.25	0.93
0.21	0.89
0.19	0.92
0.24	0.91
0.23	0.86
0.23	0.99
0.23	0.9
0.21	0.88
0.21	0.89
0.18	0.93
0.22	0.94
0.22	0.93
0.26	0.86
0.25	0.93
0.25	0.95
0.23	0.81
0.23	0.93
0.26	0.93
0.23	0.89
0.27	1
0.24	0.94
0.24	0.95
0.26	0.93
