0.15	0.4
0.09	0.45
0.09	0.46
0.17	0.44
0.11	0.41
0.12	0.5
0.15	0.4
0.17	0.43
0.13	0.49
0.14	0.43
0.16	0.43
0.12	0.47
0.08	0.48
0.11	0.53
0.15	0.45
0.15	0.42
0.14	0.45
0.14	0.51
0.19	0.47
0.15	0.41
0.13	0.49
0.13	0.43
0.13	0.5
0.12	0.45
0.15	0.45
0.18	0.42
0.13	0.45
0.12	0.5
0.14	0.37
0.13	0.46
0.12	0.54
0.13	0.4
0.1	0.47
0.13	0.49
0.13	0.44
0.11	0.41
0.17	0.48
0.14	0.48
0.13	0.47
0.16	0.46
0.15	0.48
0.13	0.43
0.16	0.49
0.16	0.52
0.13	0.41
0.16	0.49
0.16	0.51
0.18	0.49
0.14	0.55
0.16	0.48
0.15	0.43
0.18	0.5
0.14	0.45
0.12	0.49
0.22	0.44
0.19	0.49
0.18	0.45
0.16	0.53
0.17	0.47
0.16	0.41
0.12	0.54
