0.02	0.21
0.09	0.93
0.09	0.89
0.05	0.83
0.05	0.86
0.03	0.78
0.08	0.91
0.05	0.96
0.07	0.84
0.06	0.77
0.04	0.9
0.07	0.83
0.05	0.85
0.04	0.83
0.06	0.93
0.06	0.94
0.06	0.86
0.05	0.88
0.06	0.8
0.06	0.92
0.05	0.84
0.06	0.87
0.07	0.96
0.07	0.83
0.07	0.98
0.06	0.93
0.06	0.91
0.05	1.08
0.06	0.91
0.05	1.11
0.04	0.9
0.06	1.03
0.04	0.92
0.08	0.93
0.06	0.96
0.06	1.03
0.06	0.84
0.06	0.91
0.08	1.04
0.1	0.96
0.04	0.91
0.07	1.02
0.04	0.99
0.06	1.12
0.06	1.14
0.06	1.18
0.08	1.19
0.07	1.27
0.04	1.26
0.08	1.08
0.05	1.3
0.07	1.18
0.06	1.08
0.03	1.13
0.05	1.29
0.08	1.21
0.06	1.22
0.05	1.24
0.04	1.17
0.06	1.23
0.07	1.25
0.06	1.03
