-nan		0
-nan		0
-nan		0
97.0089		0
-nan		0
-nan		0
inf		8
-nan		0
38.9448		0
21.3737		0
-nan		0
inf		13
-nan		0
-nan		0
32.3262		0
15.3348		11
-nan		0
-nan		0
-nan		0
-nan		0
81.1311		13
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
inf		21
-nan		0
-nan		0
-nan		0
inf		1
112.534		0
-nan		0
178.085		0
4000		0
170.915		11
32.9627		0
15.57		0
16.1008		0
16.2103		0
16.1683		22
15.8144		0
16.4439		0
-nan		0
-nan		0
inf		11
-nan		0
54.8597		1
16.5155		2
16.2422		2
15.1177		15
-nan		0
