0.57	6.19
0.49	6.39
0.52	6.45
0.48	6.13
0.46	6.44
0.52	6.44
0.53	6.4
0.58	6.32
0.51	6.47
0.45	6.36
0.59	6.4
0.3	2.18
0.31	2
0.33	2.5
0.29	1.59
0.23	1.15
0.28	1.72
0.34	1.43
0.33	1.41
0.35	3.09
0.47	3.93
0.43	3.94
0.5	6.11
0.54	4.92
0.48	5
0.57	5.41
0.4	2.38
0.49	3.78
0.5	3.9
0.33	2.73
0.31	2.56
0.35	3.32
0.36	2.45
0.36	2.97
0.41	3.57
0.28	2.46
0.28	1.8
0.33	1.81
0.27	1.19
0.32	1.52
0.31	2.47
0.29	1.24
0.34	2
0.25	1.73
0.34	1.37
0.3	1.81
0.27	1.78
0.32	1.18
0.32	1.74
0.37	1.86
0.31	2.87
0.28	1.19
0.27	1.06
0.27	1.55
0.34	1.76
0.34	1.7
0.35	1.77
0.31	2.02
0.32	1.34
0.28	1.68
0.36	1.12
