82.0025	81.8758	0.126743
73.5409	73.5409	0
74.3523	74.3523	0
76.1408	76.1408	0
76.2148	76.087	0.127877
76.5903	76.5903	0
76.7089	76.7089	0
76.2991	76.2991	0
77.2959	77.2959	0
75.8883	69.2893	6.59898
75.9189	74.398	1.52091
75.3165	74.6835	0.632911
80.3846	72.5641	7.82051
81.6561	71.2102	10.4459
81.0433	70.7379	10.3053
82.7586	71.5198	11.2388
79.9743	69.5764	10.3979
81.9568	71.7916	10.1652
77.5325	73.3766	4.15584
77.665	77.665	0
78.1566	78.1566	0
79.0549	79.0549	0
77.8058	77.8058	0
78.481	74.8101	3.67089
77.2843	77.1574	0.126904
76.8742	76.7471	0.127065
77.1574	76.7766	0.380711
78.0178	75.3494	2.66836
75.9748	73.5849	2.38994
82.7848	72.4051	10.3797
83.1432	72.2433	10.8999
81.1705	70.7379	10.4326
73.4194	61.1613	12.2581
76.4175	66.2371	10.1804
76.7766	68.1472	8.62944
78.0612	78.0612	0
78.2051	78.2051	0
77.7215	77.7215	0
77.1069	77.1069	0
76.8647	76.359	0.505689
79.2477	70.9468	8.30091
77.5381	77.5381	0
76.9327	76.9327	0
77.3131	74.398	2.91508
75.3341	70.9599	4.37424
76.8354	72.4051	4.43038
77.6786	72.5765	5.10204
81.2658	71.519	9.74684
82.2704	72.0663	10.2041
81.6919	71.5909	10.101
80.4786	69.8992	10.5793
79.7436	70	9.74359
79.7724	74.5891	5.18331
75.75	75.75	0
75.5784	75.4499	0.128535
76.5605	76.5605	0
75.6654	75.6654	0
74.3687	72.2222	2.14646
78.117	72.3919	5.72519
75.1276	75.1276	0
75.641	75.641	0
