500		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
166.667		0
-nan		0
375		0
22.3214		0
13.3333		0
16.0256		0
13.1579		0
13.5135		0
13.5135		0
17.8571		0
-nan		0
-nan		0
-nan		0
-nan		0
30.303		0
-nan		0
166.667		0
-nan		0
35.7143		0
93.75		0
15.4321		0
12.8205		0
15.1515		0
250		0
75		0
68.1818		0
-nan		0
-nan		0
-nan		0
-nan		0
500		0
24.3902		0
-nan		0
-nan		0
29.4118		0
150		0
13.1579		0
40		0
12.6582		0
14.7059		0
16.6667		0
13.3929		0
13.6986		0
12.8205		0
-nan		0
-nan		0
-nan		0
-nan		0
58.8235		0
26.7857		0
-nan		0
250		0
