-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
inf		6
-nan		0
-nan		0
-nan		0
144.824		4
inf		7
79.2216		3
31.1598		3
15.9672		3
16.2276		2
16.9059		25
15.9662		1
16.0431		1
17.2235		1
-nan		0
inf		18
-nan		0
-nan		0
47.7753		3
17.8079		0
191.17		10
-nan		0
43.9914		31
52.8267		2
16.9015		5
16.6813		33
16.2488		2
13.3666		2
13.4401		3
13.6177		2
inf		41
-nan		0
-nan		0
-nan		0
321.994		0
15.2109		18
-nan		0
-nan		0
38.7781		1
115.997		1
16.5383		28
32.2039		3
16.0697		1
16.5282		59
16.6448		2
15.8832		55
16.2771		3
16.6138		2
-nan		0
-nan		0
inf		33
-nan		0
51.9165		3
15.0073		2
-nan		0
302.083		24
