15.7431	1.38539	0	14.3577
17.7945	1.50376	0	16.2907
17.9293	0.883838	0	17.0455
17.803	1.26263	0	16.5404
18.4673	2.13568	0	16.206
18.6483	2.0025	0	16.6458
20.2261	1.50754	0	18.0905
18.6633	1.51324	0	17.024
18.3879	1.76322	0	16.6247
18.9155	1.63934	0	17.1501
8.96638	1.4944	0	7.47198
17.0886	1.64557	0	15.443
19.2695	1.51134	0	17.6322
11.9691	1.287	0	10.6821
10.2402	2.02276	0	8.21745
7.5641	1.28205	0	6.28205
6.01023	1.27877	0	4.60358
4.73752	0.896287	0	3.84123
5.54855	0.882724	0	4.66583
5.79345	0.881612	0	4.91184
5.67465	1.51324	0	4.16141
6.01504	1.62907	0	4.26065
5.66038	1.13208	0	4.5283
5.29634	1.51324	0	3.657
5.40201	0.879397	0	4.52261
5.72852	1.1208	0	4.48319
5.65327	0.879397	0	4.77387
5.18987	1.26582	0	3.92405
5.94059	1.23762	0	4.57921
6.2422	1.24844	0	4.99376
5.05689	0.379267	0	4.5512
5.90452	1.13065	0	4.77387
5.88972	1.25313	0	4.51128
5.17677	0.631313	0	4.41919
5.79345	1.1335	0	4.65995
5.05689	1.01138	0	4.04551
5.52764	1.38191	0	4.0201
5.66038	1.13208	0	4.5283
5.86767	1.1236	0	4.49438
4.79798	0.883838	0	3.91414
5.40201	1.25628	0	4.14573
4.83461	0.890585	0	3.94402
5.54156	1.38539	0	4.15617
5.78616	1.50943	0	4.27673
5.07614	0.761421	0	4.31472
5.68182	0.883838	0	4.67172
5.79345	1.1335	0	4.65995
5.30973	1.01138	0	4.17193
5.66038	1.50943	0	4.15094
5.52764	1.00503	0	4.52261
6.13267	1.25156	0	4.8811
5.40881	0.628931	0	4.5283
5.54156	0.881612	0	4.65995
4.81013	1.01266	0	3.79747
5.80076	1.26103	0	4.41362
5.9194	1.63728	0	4.15617
5.42245	1.38714	0	4.03531
5.52764	1.38191	0	4.14573
4.79193	1.13493	0	3.657
7.07196	1.24069	0	5.7072
5.67465	1.13493	0	4.53972
