0.11	1.14
0.12	1.3
0.07	1.35
0.1	1.31
0.17	1.29
0.16	1.33
0.12	1.44
0.12	1.35
0.14	1.32
0.13	1.36
0.12	0.6
0.13	1.22
0.12	1.4
0.1	0.83
0.16	0.65
0.1	0.49
0.1	0.36
0.07	0.3
0.07	0.37
0.07	0.39
0.12	0.33
0.13	0.34
0.09	0.36
0.12	0.29
0.07	0.36
0.09	0.36
0.07	0.38
0.1	0.31
0.1	0.37
0.1	0.4
0.03	0.36
0.09	0.38
0.1	0.36
0.05	0.35
0.09	0.37
0.08	0.32
0.11	0.32
0.09	0.36
0.09	0.36
0.07	0.31
0.1	0.33
0.07	0.31
0.11	0.33
0.12	0.34
0.06	0.34
0.07	0.37
0.09	0.37
0.08	0.33
0.12	0.33
0.08	0.36
0.1	0.39
0.05	0.36
0.07	0.37
0.08	0.3
0.1	0.35
0.13	0.33
0.11	0.32
0.11	0.33
0.09	0.29
0.1	0.46
0.09	0.36
