69.9015	37.9747	31.9269
51.3991	1.03093	50.3682
50.4673	0.623053	49.8442
50.9772	0.651466	50.3257
45.4962	0.610687	44.8855
46.6565	0.455927	46.2006
45.1314	0.618238	44.5131
45.8787	0.777605	45.1011
50.8371	1.06545	49.7717
55.3542	0.823723	54.5305
50.753	1.65663	49.0964
54.4741	0.941915	53.5322
50	0.641026	49.359
57.5856	1.14192	56.4437
52.7607	0.613497	52.1472
52.0186	0.776398	51.2422
53.9075	0.956938	52.9506
50.8065	0.483871	50.3226
54.7619	1.26984	53.4921
53.125	0.78125	52.3438
52.187	0.904977	51.2821
54.5166	0.633914	53.8827
50.3096	0.773994	49.5356
45.7098	0.936037	44.7738
45.1258	1.10063	44.0252
43.9683	0.793651	43.1746
46.7692	0.923077	45.8462
52.3077	0.769231	51.5385
53.0903	0.950872	52.1395
45.6522	0.776398	44.8758
48.2484	0.636943	47.6115
50.7553	0.906344	49.8489
51.2977	0.763359	50.5344
53.0449	0.801282	52.2436
46.8798	0.456621	46.4231
53.0179	0.815661	52.2023
50.9288	0.619195	50.3096
53.125	0.625	52.5
54.56	0.8	53.76
51.5008	0.789889	50.7109
54.4444	0.634921	53.8095
52.259	1.05422	51.2048
51.8405	0.766871	51.0736
50.6289	0.786164	49.8428
49.375	0.625	48.75
52.8037	0.934579	51.8692
52.7331	0.803859	51.9293
54.7078	0.974026	53.7338
51.944	0.622084	51.3219
53.3654	0.641026	52.7244
54.0881	0.786164	53.3019
51.7188	0.625	51.0938
49.8428	0.628931	49.2138
51.087	0.776398	50.3106
51.4019	0.623053	50.7788
51.5347	0.969305	50.5654
55.6098	0.650407	54.9593
52.8846	0.801282	52.0833
53.7954	0.49505	53.3003
53.0159	0.634921	52.381
53.9062	0.625	53.2812
