30.0985	1.12518	0	26.4416
48.6009	1.1782	0	42.7099
49.5327	1.40187	0	42.9907
49.0228	1.62866	0	42.1824
54.5038	1.22137	0	48.2443
53.3435	1.36778	0	46.0486
54.8686	1.23648	0	46.8315
54.1213	0.777605	0	46.9673
49.1629	1.36986	0	43.379
44.6458	0.329489	0	39.7035
49.247	1.65663	0	43.5241
45.5259	1.41287	0	40.6593
50	0.801282	0	43.9103
42.4144	0.815661	0	38.1729
47.2393	1.38037	0	42.0245
47.9814	0.776398	0	42.5466
46.0925	0.956938	0	40.5104
49.1935	1.6129	0	43.2258
45.2381	1.11111	0	39.8413
46.875	0.9375	0	41.875
47.813	1.35747	0	42.2323
45.4834	1.26783	0	39.7781
49.6904	1.23839	0	43.3437
54.2902	1.56006	0	45.7098
54.8742	1.25786	0	46.0692
56.0317	1.42857	0	48.254
53.2308	1.38462	0	47.0769
47.6923	0.923077	0	42.7692
46.9097	0.633914	0	41.5214
54.3478	1.08696	0	46.8944
51.7516	1.27389	0	44.7452
49.2447	1.0574	0	43.3535
48.7023	1.37405	0	43.5115
46.9551	0.641026	0	41.3462
53.1202	1.52207	0	45.5099
46.9821	1.30506	0	42.0881
49.0712	0.928793	0	43.1889
46.875	1.71875	0	40.625
45.44	0.96	0	39.84
48.4992	0.631912	0	43.6019
45.5556	1.26984	0	40.3175
47.741	1.65663	0	41.2651
48.1595	1.07362	0	40.4908
49.3711	0.943396	0	42.4528
50.625	0.9375	0	44.6875
47.1963	1.40187	0	41.1215
47.2669	1.1254	0	41.4791
45.2922	0.811688	0	39.2857
48.056	1.39969	0	41.3686
46.6346	1.60256	0	40.0641
45.9119	1.25786	0	39.3082
48.2812	0.625	0	42.8125
50.1572	1.10063	0	43.5535
48.913	1.39752	0	42.7019
48.5981	0.934579	0	42.6791
48.4653	0.969305	0	42.3263
44.3902	0.813008	0	38.374
47.1154	1.12179	0	40.7051
46.2046	1.65017	0	39.1089
46.9841	1.90476	0	39.6825
46.0938	0.3125	0	40.7812
