83.8143	83.6888	0.125471
74.6532	74.6532	0
73.6512	73.5257	0.125471
73.1985	73.0721	0.126422
71.5881	61.6625	9.92556
74.7184	60.9512	13.7672
76.8354	66.8354	10
88.2353	70.8497	17.3856
93.2181	73.5372	19.6809
91.8421	73.2895	18.5526
91.7431	72.346	19.3971
91.2929	77.7045	13.5884
93.3862	77.381	16.0053
93.1937	72.644	20.5497
93.6446	74.0597	19.585
92.1795	79.6154	12.5641
94.2634	74.837	19.4263
94.3717	73.9529	20.4188
94.7984	73.0819	21.7165
94.4228	72.6329	21.7899
92.7555	73.7387	19.0168
94.2708	74.6094	19.6615
94.1406	73.0469	21.0938
94.7712	73.3333	21.4379
93.4896	72.6562	20.8333
92.0513	73.3333	18.7179
93.3766	72.4675	20.9091
95.0521	73.4375	21.6146
95.0262	73.822	21.2042
94.0026	72.751	21.2516
93.8722	72.2295	21.6428
94.6822	72.2438	22.4384
94.517	73.2376	21.2794
94.2634	73.0117	21.2516
94.6265	73.2634	21.363
93.1258	74.1894	18.9364
94.5312	72.7865	21.7448
94.0026	73.4029	20.5997
94.4228	72.8923	21.5305
94.2105	73.8158	20.3947
92.6452	73.0323	19.6129
93.7581	72.4317	21.3264
94.133	72.8814	21.2516
93.5149	72.5032	21.0117
94.5312	72.6562	21.875
94.4162	64.3401	30.0761
95.1189	62.8285	32.2904
91.5567	73.219	18.3377
93.3862	73.1481	20.2381
94.1406	74.6094	19.5312
93.6115	72.0991	21.5124
93.8482	74.8691	18.9791
92.9032	76.129	16.7742
94.6335	80.6283	14.0052
94.1634	72.6329	21.5305
92.0103	73.5825	18.4278
94.0415	72.2798	21.7617
93.3333	72.6797	20.6536
93.5233	72.1503	21.3731
93.4811	72.3598	21.1213
92.7928	73.4878	19.305
