0.09	0.54
0.08	0.62
0.1	0.62
0.1	0.63
0.12	0.64
0.05	0.63
0.06	0.64
0.12	0.66
0.12	0.62
0.08	0.67
0.05	0.66
0.07	0.63
0.11	0.68
0.12	0.64
0.11	0.63
0.1	0.62
0.06	0.62
0.1	0.6
0.09	0.55
0.13	0.54
0.05	0.66
0.05	0.65
0.1	0.6
0.08	0.61
0.07	0.62
0.1	0.56
0.1	0.59
0.09	0.57
0.09	0.58
0.1	0.56
0.08	0.58
0.08	0.65
0.07	0.64
0.09	0.61
0.09	0.59
0.08	0.6
0.11	0.6
0.1	0.62
0.06	0.59
0.06	0.62
0.09	0.61
0.1	0.56
0.09	0.59
0.09	0.69
0.08	0.56
0.1	0.66
0.09	0.69
0.09	0.58
0.11	0.6
0.09	0.63
0.09	0.63
0.07	0.62
0.07	0.65
0.1	0.61
0.06	0.67
0.05	0.66
0.11	0.59
0.07	0.63
0.11	0.58
0.06	0.62
0.08	0.6
