0.05	0.4
0.11	1.13
0.2	1.12
0.15	1.18
0.19	1.12
0.14	1.16
0.15	1.12
0.15	1.27
0.19	1.22
0.12	1.16
0.13	0.97
0.14	1.26
0.18	1.21
0.17	1.17
0.15	1.2
0.18	1.06
0.15	1.22
0.13	0.6
0.11	0.64
0.12	0.63
0.11	0.78
0.11	0.69
0.07	0.5
0.08	0.57
0.12	0.61
0.11	0.57
0.1	0.49
0.12	0.54
0.09	0.56
0.08	0.55
0.12	0.67
0.11	0.66
0.13	0.47
0.06	0.67
0.11	0.54
0.15	0.56
0.07	0.61
0.11	0.53
0.1	0.67
0.14	0.51
0.11	0.62
0.1	0.5
0.12	0.53
0.11	0.49
0.12	0.52
0.08	0.56
0.07	0.53
0.12	0.57
0.1	0.55
0.11	0.62
0.16	0.62
0.09	0.54
0.12	0.57
0.07	0.38
0.11	0.36
0.11	0.38
0.13	0.93
0.16	1.09
0.11	0.81
0.14	0.56
0.07	0.52
0.09	0.55
