0.25	0.86
0.4	1.02
0.32	1.12
0.31	1.16
0.39	1.07
0.38	1.05
0.43	1
0.41	1.07
0.32	1.13
0.41	1.04
0.4	1.06
0.31	1.06
0.31	1.08
0.42	1.06
0.39	1.11
0.44	1
0.38	0.97
0.35	1.14
0.43	1.05
0.42	1.05
0.42	0.95
0.38	1
0.37	1.07
0.34	1.5
0.25	6.64
0.25	6.71
0.2	6.76
0.26	6.73
0.26	6.83
0.24	6.92
0.28	6.77
0.24	6.73
0.21	6.79
0.23	6.86
0.21	6.75
0.2	6.69
0.24	6.63
0.25	6.83
0.21	6.71
0.27	6.86
0.23	6.73
0.29	6.84
0.29	6.73
0.23	6.91
0.22	6.95
0.24	7.05
0.24	6.91
0.23	6.83
0.22	6.72
0.19	7.05
0.24	6.78
0.23	6.93
0.24	6.76
0.24	6.8
0.26	6.79
0.21	6.58
0.26	6.81
0.25	6.94
0.28	6.88
0.27	6.82
0.15	0.51
