2350		0
42.3211		0
31.5965		0
30.3521		0
31.252		0
31.3502		0
30.8175		0
31.3928		0
30.578		0
30.7175		0
30.9049		0
30.8673		0
31.2422		0
31.303		0
31.4817		0
30.8852		0
31.4205		0
30.7709		0
30.5952		0
31.3423		0
31.2148		0
31.3523		0
30.7633		0
30.7122		0
30.844		0
30.0806		0
30.8652		0
31.3325		0
31.197		0
30.9541		0
30.8519		0
30.9782		0
30.3224		0
31.0429		0
31.4508		0
30.7978		0
31.1561		0
31.4114		0
30.4334		0
30.5349		0
31.3581		0
31.615		0
30.5413		0
31.6444		0
31.0073		0
30.7037		0
31.3914		0
30.5808		0
30.9838		0
31.3485		0
30.8337		0
31.4155		0
31.3423		0
30.2711		0
30.922		0
30.838		0
31.2323		0
31.3306		0
30.8518		0
31.3385		0
30.7579		0
23.8237		0
