-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
inf		2
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
-nan		0
-nan		0
-nan		0
-nan		0
428.579		1
255.634		0
-nan		0
319.795		0
263.322		0
290.447		1
255.906		0
292.424		0
260.181		0
262.9		0
268.357		1
273.419		0
271.826		0
274.696		1
275.487		0
280.395		1
276.664		0
275.698		0
275.494		0
283.388		0
284.917		1
287.558		0
287.352		0
292.628		0
289.973		1
281.889		1
277.666		0
-nan		0
-nan		0
-nan		0
337.001		1
297.902		0
295.171		0
289.767		0
290.049		0
304.023		2
259.61		0
281.824		1
274.022		0
273.993		1
277.189		1
