90.4282	88.4131	2.01511
80.5556	80.5556	0
80.6369	80.6369	0
81.0673	81.0673	0
80.5521	80.5521	0
81.0914	77.5381	3.5533
81.2421	78.5805	2.6616
80.7351	80.7351	0
80.9102	80.9102	0
81.1705	81.0433	0.127226
87.4687	87.4687	0
87.9245	87.9245	0
81.2658	81.2658	0
81.2421	81.2421	0
81.1631	81.1631	0
81.599	81.3452	0.253807
80.4046	80.4046	0
80.2267	80.2267	0
81.1944	81.1944	0
81.2183	81.2183	0
81.7834	81.4013	0.382166
80.4046	80.4046	0
80.7351	80.7351	0
81.8999	81.7715	0.12837
80.9102	80.4046	0.505689
80.7888	80.0254	0.763359
79.3409	79.3409	0
80.4293	80.4293	0
80.3279	80.3279	0
81.2977	81.0433	0.254453
87.4214	87.4214	0
78.5805	78.5805	0
70.5732	70.4459	0.127389
81.1224	81.1224	0
80.531	80.531	0
80.916	80.916	0
79.5196	79.5196	0
80.3279	80.2018	0.126103
80.8132	80.8132	0
80.454	79.8235	0.630517
88.3019	88.0503	0.251572
85.7862	85.7862	0
80.6084	80.6084	0
81.5621	81.5621	0
79.9499	79.9499	0
81.6327	81.3776	0.255102
81.5621	81.5621	0
80.7351	80.7351	0
80.7351	80.7351	0
81.0914	81.0914	0
81.3215	80.9403	0.381194
80.2781	80.2781	0
80.5556	80.4293	0.126263
79.9748	79.9748	0
81.0433	81.0433	0
80.6329	80.3797	0.253165
80.203	79.3147	0.888325
80.2018	80.2018	0
78.3818	78.3818	0
81.5051	81.3776	0.127551
88.3312	88.3312	0
90.9653	90.3465	0.618812
