0.15	0.61
0.27	1.27
0.27	1.24
0.33	1.15
0.36	1.18
0.3	1.17
0.36	1.11
0.32	1.19
0.33	1.16
0.3	1.18
0.19	0.78
0.22	0.74
0.29	1.18
0.34	1.14
0.37	1.11
0.3	1.14
0.34	1.2
0.35	1.2
0.33	1.15
0.38	1.09
0.36	1.07
0.33	1.2
0.42	1.08
0.32	1.08
0.34	1.16
0.31	1.19
0.35	1.26
0.39	1.15
0.35	1.2
0.36	1.1
0.24	0.76
0.27	1.35
0.35	1.92
0.36	1.1
0.37	1.15
0.34	1.14
0.38	1.23
0.42	1.13
0.33	1.17
0.36	1.17
0.22	0.71
0.27	0.85
0.37	1.13
0.37	1.07
0.36	1.23
0.27	1.17
0.29	1.14
0.32	1.2
0.34	1.16
0.38	1.1
0.27	1.18
0.38	1.17
0.4	1.13
0.35	1.24
0.32	1.16
0.36	1.16
0.32	1.22
0.4	1.16
0.38	1.32
0.3	1.14
0.26	0.67
0.12	0.61
