-nan		0
-nan		0
-nan		0
119.116		0
-nan		0
-nan		0
inf		1
-nan		0
70.2351		0
26.2279		0
13.4691		0
13.4906		1
13.4697		0
13.4942		0
13.3553		0
12.9485		0
30.6592		1
13.5016		0
13.5245		0
13.5074		0
13.4991		1
13.3094		0
-nan		0
-nan		0
23.7324		0
13.4892		1
14.8398		0
16.6956		0
16.0343		0
15.2263		0
17.3814		17
-nan		0
-nan		0
98.4187		0
15.4081		0
16.5462		15
16.7509		0
15.7699		0
15.6235		0
16.971		0
inf		19
-nan		0
-nan		0
72.6698		0
16.0587		0
16.3633		14
17.164		44
15.445		0
16.1377		0
15.9079		0
inf		19
-nan		0
-nan		0
54.6061		0
16.0985		0
16.0771		14
16.1483		0
16.6374		0
15.8892		0
15.4073		0
inf		19
-nan		0
