500		0
500		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
12.5		0
16.6667		0
13.1579		0
12.931		0
13.1579		0
-nan		0
-nan		0
37.5		0
14.7059		0
14.881		0
13.5135		0
13.1579		0
12.931		0
15.4321		0
-nan		0
-nan		0
-nan		0
125		0
13.5135		0
12.8205		0
15.4321		0
13.6364		0
13.3333		0
12.8205		0
-nan		0
-nan		0
-nan		0
38.4615		0
13.5135		0
13.1579		0
12.987		0
15.625		0
13.1579		0
13.1579		0
-nan		0
-nan		0
