0.13	0.53
0.11	0.6
0.13	0.5
0.09	0.52
0.06	0.8
0.12	0.48
0.11	0.49
0.1	0.54
0.13	0.49
0.12	0.45
0.1	0.55
0.14	0.54
0.11	0.56
0.1	0.59
0.12	0.53
0.14	0.58
0.13	0.63
0.09	0.64
0.13	0.59
0.1	0.52
0.1	0.7
0.11	0.85
0.11	0.97
0.17	1.33
0.33	3.43
0.26	3.61
0.32	3.84
0.23	3.23
0.33	3.76
0.15	1.24
0.24	2.14
0.18	2
0.11	0.57
0.13	0.69
0.1	0.92
0.17	1.2
0.23	2.49
0.26	2.91
0.25	2.35
0.31	3.44
0.14	1.19
0.28	3.46
0.21	2.26
0.27	2.52
0.34	3.66
0.22	2.39
0.36	3.67
0.11	1.07
0.22	2.09
0.17	2.46
0.14	1.6
0.09	0.72
0.33	3.68
0.19	2.2
0.16	1.74
0.27	3.6
0.13	1.11
0.23	2.29
0.32	3.49
0.12	0.75
0.18	0.74
0.14	0.79
