0.36	0.76
0.14	0.63
0.07	0.62
0.08	0.6
0.11	0.56
0.08	0.57
0.09	0.63
0.09	0.55
0.1	0.71
0.08	0.65
0.05	0.63
0.08	0.63
0.1	0.64
0.12	0.71
0.06	0.58
0.09	0.63
0.07	0.63
0.09	0.66
0.11	0.8
0.07	0.72
0.09	0.71
0.1	0.58
0.08	0.66
0.1	0.73
0.08	0.71
0.1	0.7
0.1	0.66
0.06	0.62
0.12	0.69
0.06	0.7
0.05	0.75
0.07	0.64
0.08	0.88
0.07	0.7
0.08	0.88
0.08	0.67
0.08	0.83
0.05	0.83
0.12	0.82
0.07	0.81
0.11	0.84
0.07	0.81
0.13	0.8
0.06	0.87
0.09	0.91
0.1	0.85
0.07	0.8
0.1	0.9
0.08	0.76
0.08	0.97
0.05	0.97
0.12	0.75
0.09	0.83
0.13	0.92
0.09	0.77
0.07	0.78
0.08	0.83
0.09	1
0.1	1.15
0.07	1.04
0.07	1.15
0.08	1.04
