14.625	1.5	0	13.125
16.5207	1.12641	0	15.3942
20.5736	1.49626	0	18.3292
17.5879	1.38191	0	15.7035
17.7582	1.1335	0	16.3728
19.9253	1.36986	0	17.6837
18.1013	1.01266	0	16.4557
18.1704	0.75188	0	16.9173
14.3583	1.77891	0	12.3253
17.8168	1.00376	0	16.3112
18.1931	1.11386	0	16.5842
11.8837	1.1378	0	10.2402
12.8788	1.13636	0	11.3636
12.6276	0.892857	0	11.352
16.792	1.75439	0	14.6617
13.7755	1.14796	0	12.2449
12.0406	1.14068	0	10.6464
14.1042	1.27065	0	12.5794
13.9798	1.25945	0	12.0907
11.817	1.27065	0	10.4193
15.1399	1.27226	0	13.3588
12.4685	1.51134	0	10.7053
13.3501	0.629723	0	12.3426
12.341	1.14504	0	11.0687
12.8951	1.26422	0	11.1252
15.3074	1.75659	0	13.2999
15.1819	1.25471	0	13.5508
15.8949	1.12641	0	14.5181
12.6103	1.00883	0	11.2232
12.9442	1.52284	0	11.0406
13.4177	1.13924	0	12.0253
11.7871	1.52091	0	9.88593
10.2662	1.14068	0	8.99873
12.1019	1.1465	0	10.828
12.7065	1.14358	0	11.1817
15.5216	1.14504	0	14.1221
13.0877	1.27065	0	11.5629
12.7065	1.14358	0	11.1817
14.3216	1.50754	0	12.6884
12.2137	1.14504	0	10.687
11.9745	0.89172	0	10.828
17.3482	1.11524	0	15.6134
11.9593	1.01781	0	10.687
13.1479	1.26422	0	11.5044
11.3376	1.1465	0	9.93631
16.5613	1.51707	0	14.5386
10.7692	1.02564	0	9.48718
11.9289	1.14213	0	10.6599
12.0865	1.01781	0	10.687
12.3581	1.13493	0	10.8449
13.0545	1.14068	0	11.6603
11.2801	1.01394	0	10.0127
11.1538	1.15385	0	9.74359
11.3232	1.14504	0	9.92366
12.3096	1.26904	0	10.9137
13.3418	1.27065	0	11.69
13.1043	1.14504	0	11.8321
12.9723	1.1335	0	11.335
12.3883	0.766284	0	11.2388
11.2245	1.14796	0	9.82143
13.4347	0.633714	0	12.5475
