0.2	0.58
0.38	0.98
0.36	0.98
0.39	1.02
0.36	0.89
0.38	1.03
0.34	1.03
0.34	1.05
0.37	1.02
0.41	0.94
0.21	0.58
0.26	0.59
0.33	0.96
0.33	0.99
0.45	0.9
0.35	1.01
0.33	0.94
0.36	1.1
0.31	1.07
0.38	0.96
0.23	0.54
0.23	0.68
0.34	0.83
0.32	0.75
0.4	0.78
0.34	0.83
0.36	0.9
0.4	0.8
0.4	0.8
0.38	0.86
0.23	0.5
0.25	0.69
0.34	0.83
0.35	0.75
0.33	0.81
0.44	0.85
0.33	0.78
0.35	0.82
0.33	0.77
0.34	0.8
0.13	0.46
0.23	0.6
0.39	0.85
0.36	0.94
0.41	0.71
0.32	0.79
0.35	0.89
0.32	0.79
0.36	0.74
0.28	0.84
0.42	0.74
0.32	0.85
0.32	0.77
0.36	0.74
0.35	0.83
0.25	0.87
0.44	0.77
0.29	0.83
0.33	0.73
0.35	0.79
0.17	0.42
0.04	0.41
