0.38	0.49
0.32	0.63
0.13	0.58
0.18	0.47
0.56	0.53
0.12	0.55
0.13	0.54
0.14	0.6
0.14	0.57
0.12	0.57
0.13	0.57
0.11	0.61
0.09	0.48
0.1	0.6
0.12	0.52
0.14	0.51
0.12	0.57
0.13	0.5
0.12	0.56
0.09	0.57
0.1	0.59
0.12	0.58
0.13	0.56
0.15	0.54
0.12	0.55
0.12	0.51
0.12	0.51
0.16	0.59
0.09	0.55
0.11	0.6
0.1	0.62
0.18	0.56
0.08	0.56
0.15	0.49
0.17	0.52
0.19	0.5
0.1	0.56
0.16	0.62
0.13	0.58
0.14	0.6
0.1	0.69
0.16	0.61
0.16	0.58
0.15	0.54
0.12	0.56
0.15	0.56
0.14	0.51
0.1	0.55
0.1	0.59
0.1	0.55
0.1	0.66
0.1	0.6
0.12	0.54
0.09	0.67
0.18	0.59
0.14	0.63
0.14	0.59
0.1	0.56
0.12	0.52
0.13	0.66
0.16	0.54
0.11	0.44
