96.4912	86.3409	10.1504
92.01	83.6454	8.36454
92.6065	84.9624	7.64411
93.8519	85.069	8.78294
91.9699	88.8331	3.13676
91.9799	87.218	4.7619
91.7603	83.5206	8.2397
91.7189	89.9624	1.75659
92.686	86.7591	5.92686
92.2886	85.0746	7.21393
92.7044	84.2767	8.42767
93.2826	87.3257	5.95691
91.625	89.625	2
92.4051	89.2405	3.16456
91.2609	88.764	2.49688
92.2403	83.98	8.26033
91.5617	83.8791	7.68262
91.3965	87.5312	3.86534
91.468	84.9435	6.52447
91.5106	86.392	5.1186
92.1151	84.1051	8.01001
92.0854	88.0653	4.0201
92.5879	85.3015	7.28643
93.2246	85.1945	8.03011
92.2208	85.5709	6.64994
92.1914	84.2569	7.93451
91.9598	84.1709	7.78894
92.9648	85.804	7.1608
91.3642	83.8548	7.50939
92.6489	84.6641	7.98479
92.0954	84.0652	8.03011
91.9497	84.2767	7.67296
91.6145	83.8548	7.7597
91.8342	84.1709	7.66332
91.3425	83.9398	7.40276
92.1816	84.7415	7.4401
92.2306	84.0852	8.14536
93.1818	84.8485	8.33333
92.0755	84.7799	7.2956
90.9204	83.3333	7.58706
91.3425	84.0652	7.27729
91.4894	83.8548	7.63454
91.99	84.1051	7.88486
92.2403	84.1051	8.13517
90.9774	83.7093	7.26817
91.5	84.125	7.375
93.0818	84.5283	8.55346
92.4718	84.3162	8.15558
91.4894	83.7297	7.7597
91.7293	83.9599	7.76942
91.8648	83.98	7.88486
92.5	84.25	8.25
91.6145	83.8548	7.7597
92.2013	90.1887	2.01258
92.0854	84.4221	7.66332
91.6145	83.8548	7.7597
92.298	84.7222	7.57576
91.7397	83.98	7.7597
91.625	83.875	7.75
91.7706	83.6658	8.10474
91.7293	84.0852	7.64411
