0.14	0.48
0.3	0.93
0.27	0.95
0.25	0.93
0.26	0.92
0.25	0.92
0.26	1
0.22	0.97
0.28	0.97
0.29	0.95
0.24	0.93
0.27	0.92
0.29	0.95
0.29	0.94
0.26	0.94
0.29	0.92
0.27	0.95
0.25	0.96
0.27	0.92
0.29	0.91
0.28	1.07
0.29	1.01
0.21	1.18
0.3	1.03
0.26	1.16
0.24	1.16
0.28	1.09
0.25	1.16
0.29	1.13
0.26	1.11
0.25	1.16
0.25	1.17
0.27	1.13
0.25	1.16
0.3	1.08
0.26	1.11
0.23	1.15
0.25	1.12
0.26	1.15
0.21	1.18
0.26	1.19
0.25	1.14
0.26	0.98
0.33	0.87
0.23	1.16
0.26	1.09
0.27	1.07
0.25	1.19
0.24	1.12
0.26	1.09
0.22	1.2
0.23	1.15
0.24	1.13
0.25	1.16
0.25	1.09
0.22	1.24
0.25	1.09
0.26	1.13
0.25	1.13
0.33	1.05
0.24	1.16
