-nan		0
-nan		0
-nan		0
-nan		0
-nan		0
inf		2
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
-nan		0
-nan		0
-nan		0
-nan		0
inf		1
-nan		0
-nan		0
-nan		0
-nan		0
332.982		1
261.658		0
259.614		0
290.119		0
268.46		0
268.258		1
270.369		0
272.48		0
273.856		0
270.615		0
271.376		1
278.693		0
278.644		0
261.268		0
284.289		0
286.571		1
284.337		0
259.948		0
290.836		0
290.501		0
294.44		1
298.167		1
242.311		0
-nan		0
329.703		0
298.089		1
302.969		0
305.01		0
280.558		0
308.744		0
304.287		2
303.024		0
255.71		0
281.175		1
282.899		0
283.695		1
258.661		0
277.31		1
277.116		0
283.457		0
281.524		2
