0.05	0.03
0.02	1.21
0.04	1.12
0	0.2
0.01	0.06
0	0.17
0.06	1.35
0.03	1.14
0.01	1.02
0.04	1.07
0.02	0.99
0.04	1.06
0.01	1.01
0.03	1.17
0.03	1.23
0.02	1.25
0.04	1.18
0.02	1.06
0.03	0.98
0.03	1.15
0.02	1.11
0.04	1.15
0.04	0.97
0.02	0.84
0.04	1.15
0.03	1.18
0.02	1.1
0.02	1.19
0.02	1.08
0.06	1.14
0.02	1.04
0.02	1.14
0.03	1.19
0.03	1.19
0.03	1.17
0.01	1.12
0.05	1.25
0.02	1.1
0.04	1.21
0.02	0.88
0.07	1.02
0.08	1.22
0.02	0.95
0.02	1.13
0.05	1.17
0.04	1.21
0.01	1.43
0.02	1.04
0.03	1.25
0.01	1.01
0.04	1.22
0.05	1.01
0.07	1.44
0.01	1.13
0.02	1.13
0.02	1.07
0.04	1.25
0.02	1.04
0.03	1.05
0.01	1.28
0.02	1.09
0.01	0.74
