0.25	0.32
0.15	0.89
0.17	0.64
0.16	0.68
0.14	0.72
0.13	0.67
0.19	0.74
0.17	0.71
0.13	0.66
0.15	0.76
0.16	0.61
0.12	0.49
0.17	0.65
0.21	0.59
0.17	0.56
0.17	0.71
0.16	0.62
0.15	0.68
0.14	0.63
0.17	0.57
0.15	0.69
0.18	0.43
0.15	0.68
0.16	0.67
0.14	0.57
0.15	0.65
0.16	0.53
0.12	0.63
0.17	0.6
0.11	0.62
0.18	0.61
0.13	0.59
0.13	0.64
0.15	0.57
0.17	0.63
0.18	0.69
0.1	0.67
0.16	0.68
0.15	0.57
0.14	0.62
0.17	0.61
0.11	0.49
0.16	0.62
0.11	0.58
0.14	0.58
0.12	0.62
0.14	0.61
0.2	0.65
0.14	0.53
0.13	0.58
0.12	0.55
0.12	0.71
0.13	0.67
0.15	0.52
0.12	0.63
0.17	0.63
0.15	0.69
0.13	0.6
0.17	0.6
0.17	0.55
0.16	0.58
0.13	0.47
