99.875	99.375	0.5
89.25	82.125	7.125
87.1859	85.4271	1.75879
87.1089	85.4819	1.62703
86.5839	84.5963	1.98758
87.2796	85.6423	1.63728
86.7424	85.4798	1.26263
87.5628	85.804	1.75879
89.196	86.5578	2.63819
87.3418	85.8228	1.51899
87.8018	86.277	1.52478
87.5	86.2374	1.26263
86.8852	85.6242	1.26103
86.1809	85.0503	1.13065
87.5467	85.1806	2.36613
88.3166	85.9296	2.38693
86.0728	84.9435	1.12923
88.4712	85.7143	2.75689
87.673	85.5346	2.13836
86.7684	85.7506	1.01781
89.4073	86.5069	2.90038
85.3933	84.3945	0.998752
85.7862	84.9057	0.880503
86.2374	85.2273	1.0101
87.9397	85.804	2.13568
89.6509	85.6608	3.99002
89.1551	86.2547	2.90038
87.7347	85.3567	2.37797
86.3636	85.3535	1.0101
85.6784	84.799	0.879397
88.5822	85.6964	2.88582
86.5	85	1.5
86.0728	84.8181	1.25471
85.607	84.6058	1.00125
86.1982	85.5709	0.627353
86.7334	84.8561	1.87735
88.9308	86.0377	2.89308
88.191	85.804	2.38693
88.0893	84.9876	3.10174
86.5747	84.0652	2.50941
86.398	83.6272	2.77078
86.5747	83.4379	3.13676
85.7678	83.0212	2.74657
85.9494	84.1772	1.77215
86.9511	83.5634	3.3877
86.3636	83.4596	2.90404
85.6604	83.1447	2.51572
86.3636	83.5859	2.77778
84.8866	83.3753	1.51134
84.2236	81.9876	2.23602
86.1111	84.0909	2.0202
85.1198	83.2282	1.89155
84.75	82.5	2.25
85.589	83.0827	2.50627
85.4271	83.4171	2.01005
85.8573	83.3542	2.50313
85.7862	83.2704	2.51572
85.9848	83.4596	2.52525
86.9898	84.5663	2.42347
85.5879	83.3123	2.2756
86.0553	82.9146	3.1407
88.4856	83.7297	4.75594
